# graph  collection  method   topo  seeds  duration   maxCongestion    maxDilation    avgDilation  Cut   TCV
coAuthorsCiteseer.graph        dimacs      KAHIP      torus16x16      2     58.12073     3069      800     37.6094     84837.0     572491.0
coAuthorsCiteseer.graph        dimacs      KAHIP      torus16x16      3     58.12073     3022      630     37.507     84820.0     574420.0
coAuthorsCiteseer.graph        dimacs      KAHIP      torus16x16      4     58.12073     3531      896     37.8099     85205.0     577281.0
coAuthorsCiteseer.graph        dimacs      KAHIP      torus16x16      5     58.12073     3182      920     37.732     85061.0     579337.0
coAuthorsCiteseer.graph        dimacs      KAHIP      torus8x8x8      1     69.16271     1645      944     20.8494     95117.0     499071.0
coAuthorsCiteseer.graph        dimacs      KAHIP      torus8x8x8      2     69.16271     1267      850     20.326     95190.0     486890.0
coAuthorsCiteseer.graph        dimacs      KAHIP      torus8x8x8      3     69.16271     1307      990     20.5876     94912.0     493052.0
coAuthorsCiteseer.graph        dimacs      KAHIP      torus8x8x8      4     69.16271     1325      552     20.616     95164.0     490763.0
coAuthorsCiteseer.graph        dimacs      KAHIP      torus8x8x8      5     69.16271     1215      476     20.7465     95141.0     493871.0
coAuthorsCiteseer.graph        dimacs      KAHIP_TP      grid16x16      1     363.065     4679      1035     47.0373     89471.0     746906.0
coAuthorsCiteseer.graph        dimacs      KAHIP_TP      grid16x16      2     341.123     4414      826     46.8197     89532.0     737550.0
coAuthorsCiteseer.graph        dimacs      KAHIP_TP      grid16x16      3     343.435     5138      970     47.1389     88869.0     746068.0
coAuthorsCiteseer.graph        dimacs      KAHIP_TP      grid16x16      4     346.283     4677      1635     46.3899     89645.0     728878.0
coAuthorsCiteseer.graph        dimacs      KAHIP_TP      grid16x16      5     352.049     4248      1000     45.124     89627.0     712147.0
coAuthorsCiteseer.graph        dimacs      KAHIP_TP      grid8x8x8      1     231.825     1916      1155     24.5308     102180.0     628210.0
coAuthorsCiteseer.graph        dimacs      KAHIP_TP      grid8x8x8      2     238.909     1865      1162     24.4305     101230.0     618752.0
coAuthorsCiteseer.graph        dimacs      KAHIP_TP      grid8x8x8      3     239.11     2330      780     24.1106     102807.0     617930.0
coAuthorsCiteseer.graph        dimacs      KAHIP_TP      grid8x8x8      4     236.773     2223      1050     24.2893     103308.0     624309.0
coAuthorsCiteseer.graph        dimacs      KAHIP_TP      grid8x8x8      5     227.698     1731      592     24.7854     102137.0     626922.0
coAuthorsCiteseer.graph        dimacs      KAHIP_TP      8-dimHQ      1     133.061     1181      684     19.1706     88056.0     303432.0
coAuthorsCiteseer.graph        dimacs      KAHIP_TP      8-dimHQ      2     136.271     1951      800     19.0605     87673.0     300737.0
coAuthorsCiteseer.graph        dimacs      KAHIP_TP      8-dimHQ      3     135.254     1209      605     19.3391     87014.0     302057.0
coAuthorsCiteseer.graph        dimacs      KAHIP_TP      8-dimHQ      4     134.401     2060      780     19.3406     87798.0     302390.0
coAuthorsCiteseer.graph        dimacs      KAHIP_TP      8-dimHQ      5     133.594     1942      522     19.3292     86638.0     300473.0
coAuthorsCiteseer.graph        dimacs      KAHIP_TP      torus16x16      1     232.678     3239      704     36.7519     86929.0     577005.0
