# FILE   COLLECTION    METHOD    UBFACTOR  TOPO     SEED     TIME
web-Google.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      4       13.3745
web-Google.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      5       13.4437
web-Google.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      6       13.3718
web-Google.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      7       13.3939
web-Google.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      8       13.3861
web-Google.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      9       13.3966
web-Google.graph        network       SCOTCH       3       torus16x16      10       11.7842
web-Google.graph        network       SCOTCH       3       torus16x16      1       11.7675
web-Google.graph        network       SCOTCH       3       torus16x16      2       11.7996
web-Google.graph        network       SCOTCH       3       torus16x16      3       11.7879
web-Google.graph        network       SCOTCH       3       torus16x16      4       11.8041
web-Google.graph        network       SCOTCH       3       torus16x16      5       11.7808
web-Google.graph        network       SCOTCH       3       torus16x16      6       11.8388
web-Google.graph        network       SCOTCH       3       torus16x16      7       11.7934
web-Google.graph        network       SCOTCH       3       torus16x16      8       11.783
web-Google.graph        network       SCOTCH       3       torus16x16      9       11.7799
web-Google.graph        network       SCOTCH       3       torus8x8x8      10       21.5302
web-Google.graph        network       SCOTCH       3       torus8x8x8      1       21.4598
web-Google.graph        network       SCOTCH       3       torus8x8x8      2       21.5009
web-Google.graph        network       SCOTCH       3       torus8x8x8      3       21.4125
web-Google.graph        network       SCOTCH       3       torus8x8x8      4       21.4686
web-Google.graph        network       SCOTCH       3       torus8x8x8      5       21.5266
web-Google.graph        network       SCOTCH       3       torus8x8x8      6       21.5137
web-Google.graph        network       SCOTCH       3       torus8x8x8      7       21.4812
web-Google.graph        network       SCOTCH       3       torus8x8x8      8       21.5001
web-Google.graph        network       SCOTCH       3       torus8x8x8      9       21.4731
wiki-Talk.graph        network       SCOTCH       3       grid16x16      10       32.6535
wiki-Talk.graph        network       SCOTCH       3       grid16x16      1       32.5649
wiki-Talk.graph        network       SCOTCH       3       grid16x16      2       34.0925
wiki-Talk.graph        network       SCOTCH       3       grid16x16      3       32.699
wiki-Talk.graph        network       SCOTCH       3       grid16x16      4       32.6782
wiki-Talk.graph        network       SCOTCH       3       grid16x16      5       32.6536
wiki-Talk.graph        network       SCOTCH       3       grid16x16      6       32.6064
wiki-Talk.graph        network       SCOTCH       3       grid16x16      7       32.6414
wiki-Talk.graph        network       SCOTCH       3       grid16x16      8       32.5679
wiki-Talk.graph        network       SCOTCH       3       grid16x16      9       32.6721
wiki-Talk.graph        network       SCOTCH       3       grid8x8x8      10       32.8164
wiki-Talk.graph        network       SCOTCH       3       grid8x8x8      1       32.7753
wiki-Talk.graph        network       SCOTCH       3       grid8x8x8      2       32.8392
wiki-Talk.graph        network       SCOTCH       3       grid8x8x8      3       32.797
wiki-Talk.graph        network       SCOTCH       3       grid8x8x8      4       33.6872
wiki-Talk.graph        network       SCOTCH       3       grid8x8x8      5       32.7877
wiki-Talk.graph        network       SCOTCH       3       grid8x8x8      6       32.7574
wiki-Talk.graph        network       SCOTCH       3       grid8x8x8      7       32.817
wiki-Talk.graph        network       SCOTCH       3       grid8x8x8      8       32.8099
wiki-Talk.graph        network       SCOTCH       3       grid8x8x8      9       32.7974
wiki-Talk.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      10       31.426
wiki-Talk.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      1       31.5677
wiki-Talk.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      2       31.4242
wiki-Talk.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      3       31.5115
wiki-Talk.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      4       31.4398
wiki-Talk.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      5       32.7003
wiki-Talk.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      6       33.2104
wiki-Talk.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      7       32.7775
wiki-Talk.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      8       33.203
wiki-Talk.graph        network       SCOTCH       3       hypercube2x2x2x2x2x2x2x2      9       31.4547
wiki-Talk.graph        network       SCOTCH       3       torus16x16      10       31.81
wiki-Talk.graph        network       SCOTCH       3       torus16x16      1       31.869
wiki-Talk.graph        network       SCOTCH       3       torus16x16      2       32.5959
wiki-Talk.graph        network       SCOTCH       3       torus16x16      3       32.6846
wiki-Talk.graph        network       SCOTCH       3       torus16x16      4       31.8676
wiki-Talk.graph        network       SCOTCH       3       torus16x16      5       31.9021
wiki-Talk.graph        network       SCOTCH       3       torus16x16      6       31.8117
wiki-Talk.graph        network       SCOTCH       3       torus16x16      7       31.8267
wiki-Talk.graph        network       SCOTCH       3       torus16x16      8       31.8916
wiki-Talk.graph        network       SCOTCH       3       torus16x16      9       31.7577
wiki-Talk.graph        network       SCOTCH       3       torus8x8x8      10       32.3002
wiki-Talk.graph        network       SCOTCH       3       torus8x8x8      1       32.1997
wiki-Talk.graph        network       SCOTCH       3       torus8x8x8      2       32.2918
wiki-Talk.graph        network       SCOTCH       3       torus8x8x8      3       32.2557
wiki-Talk.graph        network       SCOTCH       3       torus8x8x8      4       32.1939
wiki-Talk.graph        network       SCOTCH       3       torus8x8x8      5       32.1913
wiki-Talk.graph        network       SCOTCH       3       torus8x8x8      6       32.2864
wiki-Talk.graph        network       SCOTCH       3       torus8x8x8      7       32.3268
wiki-Talk.graph        network       SCOTCH       3       torus8x8x8      8       32.2774
wiki-Talk.graph        network       SCOTCH       3       torus8x8x8      9       32.2669
