# graph  collection  method   topo  seeds  duration   maxCongestion    maxDilation    avgDilation  Cut   TCV
citationCiteseer.graph        dimacs      SCOTCH      torus16x16      3     42.55571     27455      924     283.239     1151990.0     9244926.0
citationCiteseer.graph        dimacs      SCOTCH      torus16x16      4     42.55571     27455      924     283.239     1151990.0     9244926.0
citationCiteseer.graph        dimacs      SCOTCH      torus16x16      5     42.55571     27455      924     283.239     1151990.0     9244926.0
citationCiteseer.graph        dimacs      SCOTCH      torus8x8x8      1     56.21551     9213      264     53.0084     1154246.0     6932917.0
citationCiteseer.graph        dimacs      SCOTCH      torus8x8x8      2     56.21551     9213      264     53.0084     1154246.0     6932917.0
citationCiteseer.graph        dimacs      SCOTCH      torus8x8x8      3     56.21551     9213      264     53.0084     1154246.0     6932917.0
citationCiteseer.graph        dimacs      SCOTCH      torus8x8x8      4     56.21551     9213      264     53.0084     1154246.0     6932917.0
citationCiteseer.graph        dimacs      SCOTCH      torus8x8x8      5     56.21551     9213      264     53.0084     1154246.0     6932917.0
citationCiteseer.graph        dimacs      SCOTCH_alma      grid16x16      1     774.256     85874      4844     210.74     1123061.0     6775717.0
citationCiteseer.graph        dimacs      SCOTCH_alma      grid16x16      2     770.247     76799      5145     209.386     1117714.0     6735736.0
citationCiteseer.graph        dimacs      SCOTCH_alma      grid16x16      3     778.681     77516      3776     215.706     1124769.0     6940765.0
citationCiteseer.graph        dimacs      SCOTCH_alma      grid16x16      4     772.423     87004      5397     213.728     1122036.0     6875639.0
citationCiteseer.graph        dimacs      SCOTCH_alma      grid16x16      5     771.038     75340      3798     211.723     1125173.0     6804781.0
citationCiteseer.graph        dimacs      SCOTCH_alma      grid8x8x8      1     579.946     34246      1749     48.2398     1121118.0     4999714.0
citationCiteseer.graph        dimacs      SCOTCH_alma      grid8x8x8      2     575.55     31775      1940     47.9501     1119668.0     4955693.0
citationCiteseer.graph        dimacs      SCOTCH_alma      grid8x8x8      3     579.001     36728      2032     47.682     1120086.0     5013568.0
citationCiteseer.graph        dimacs      SCOTCH_alma      grid8x8x8      4     585.872     31415      1596     47.7101     1115607.0     4896631.0
citationCiteseer.graph        dimacs      SCOTCH_alma      grid8x8x8      5     591.655     37355      1851     47.5049     1113254.0     4825164.0
citationCiteseer.graph        dimacs      SCOTCH_alma      8-dimHQ      1     318.415     8950      2513     71.4867     999437.0     2261769.0
